	NIntermedia8761	NcraNC12	Ndis8579	Nhispaniola8817	Nmetzenbergii10397	NsitophilaW1434	Ntet10752L9	Ntet2503L8	Ntet2508L6	Ntet9045L7
OG0000992	augustus-unitig_3|quiver-processed-gene-0.333-mRNA-1	XP_963433.1	jgi|Neudi1|168652|estExt_fgenesh3_kg.C_100428	augustus-scaffold3361-processed-gene-0.26-mRNA-1	augustus-10397pb_lg2-processed-gene-3.96-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.49-mRNA-1	augustus-10752pb_lg2-processed-gene-3.31-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.45-mRNA-1	XP_009851893.1	augustus-9045pb_lg2-processed-gene-3.56-mRNA-1
OG0000993	augustus-unitig_3|quiver-processed-gene-0.253-mRNA-1	XP_958196.1	jgi|Neudi1|159208|estExt_fgenesh3_pm.C_230034	snap_masked-scaffold199-processed-gene-0.174-mRNA-1	augustus-10397pb_lg2-processed-gene-3.175-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.129-mRNA-1	augustus-10752pb_lg2-processed-gene-3.127-mRNA-1	snap_masked-2503pb_lg2.2-processed-gene-1.733-mRNA-1	XP_009851710.1	augustus-9045pb_lg2-processed-gene-3.145-mRNA-1
OG0000994	snap_masked-unitig_3|quiver-processed-gene-0.768-mRNA-1	XP_001728118.2	jgi|Neudi1|83701|estExt_Genewise1.C_100208	snap_masked-scaffold213-processed-gene-0.96-mRNA-1	augustus-10397pb_lg2-processed-gene-3.143-mRNA-1	snap_masked-W1434pb_lg2-processed-gene-3.670-mRNA-1	snap_masked-10752pb_lg2-processed-gene-3.616-mRNA-1	snap_masked-2503pb_lg2.2-processed-gene-1.699-mRNA-1	XP_009851768.1	snap_masked-9045pb_lg2-processed-gene-3.736-mRNA-1
OG0000995	augustus-unitig_3|quiver-processed-gene-0.281-mRNA-1	XP_963406.3	jgi|Neudi1|113008|fgenesh2_pg.C_scaffold_10000041	augustus-scaffold213-processed-gene-0.15-mRNA-1	augustus-10397pb_lg2-processed-gene-3.147-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.100-mRNA-1	augustus-10752pb_lg2-processed-gene-3.93-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.408-mRNA-1	XP_009851760.1	augustus-9045pb_lg2-processed-gene-3.428-mRNA-1
OG0000996	augustus-unitig_3|quiver-processed-gene-0.307-mRNA-1	XP_963578.1	jgi|Neudi1|101980|estExt_Genewise1Plus.C_100102	augustus-scaffold2292-processed-gene-0.14-mRNA-1	augustus-10397pb_lg2-processed-gene-3.119-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.74-mRNA-1	snap_masked-10752pb_lg2-processed-gene-3.583-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.73-mRNA-1	XP_009851647.1	augustus-9045pb_lg2-processed-gene-3.81-mRNA-1
OG0000997	augustus-unitig_3|quiver-processed-gene-0.334-mRNA-1	XP_963439.2	jgi|Neudi1|83817|estExt_Genewise1.C_100332	augustus-scaffold2618-processed-gene-0.8-mRNA-1	augustus-10397pb_lg2-processed-gene-3.95-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.48-mRNA-1	augustus-10752pb_lg2-processed-gene-3.30-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.44-mRNA-1	XP_009851545.1	augustus-9045pb_lg2-processed-gene-3.55-mRNA-1
OG0000998	augustus-unitig_3|quiver-processed-gene-0.337-mRNA-1	XP_963164.1	jgi|Neudi1|128094|estExt_fgenesh2_pg.C_100153	augustus-scaffold2618-processed-gene-0.5-mRNA-1	augustus-10397pb_lg2-processed-gene-3.92-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.45-mRNA-1	augustus-10752pb_lg2-processed-gene-3.27-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.41-mRNA-1	XP_009851902.1	augustus-9045pb_lg2-processed-gene-3.52-mRNA-1
OG0000999	snap_masked-unitig_3|quiver-processed-gene-0.729-mRNA-1	XP_958199.1	jgi|Neudi1|129703|estExt_fgenesh2_pg.C_230036	snap_masked-scaffold199-processed-gene-0.176-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1669-mRNA-1	maker-W1434pb_lg2-snap-gene-3.1501-mRNA-1	maker-10752pb_lg2-snap-gene-3.1402-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1330-mRNA-1	XP_009851713.1	maker-9045pb_lg2-snap-gene-3.1668-mRNA-1
OG0001000	augustus-unitig_3|quiver-processed-gene-0.295-mRNA-1	XP_963181.1	jgi|Neudi1|102068|estExt_Genewise1Plus.C_100196	augustus-scaffold213-processed-gene-0.51-mRNA-1	augustus-10397pb_lg2-processed-gene-3.512-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.389-mRNA-1	augustus-10752pb_lg2-processed-gene-3.362-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.403-mRNA-1	XP_009851774.1	augustus-9045pb_lg2-processed-gene-3.423-mRNA-1
OG0001001	augustus-unitig_3|quiver-processed-gene-0.326-mRNA-1	XP_963147.1	jgi|Neudi1|18627|scaffold_10-snap.141.1	augustus-C73484-processed-gene-0.1-mRNA-1	augustus-10397pb_lg2-processed-gene-3.103-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.56-mRNA-1	augustus-10752pb_lg2-processed-gene-3.40-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.53-mRNA-1	XP_009851871.1	augustus-9045pb_lg2-processed-gene-3.63-mRNA-1
OG0001002	augustus-unitig_3|quiver-processed-gene-0.263-mRNA-1	XP_958359.1	jgi|Neudi1|83533|estExt_Genewise1.C_100021	augustus-scaffold199-processed-gene-0.74-mRNA-1	augustus-10397pb_lg2-processed-gene-3.164-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.119-mRNA-1	augustus-10752pb_lg2-processed-gene-3.117-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.126-mRNA-1	XP_009851729.1	augustus-9045pb_lg2-processed-gene-3.135-mRNA-1
OG0001003	augustus-unitig_3|quiver-processed-gene-0.287-mRNA-1	XP_963278.1	jgi|Neudi1|64697|e_gw1.10.192.1	augustus-scaffold213-processed-gene-0.43-mRNA-1	snap_masked-10397pb_lg2-processed-gene-3.1299-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.380-mRNA-1	augustus-10752pb_lg2-processed-gene-3.354-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.394-mRNA-1	XP_009851789.1	augustus-9045pb_lg2-processed-gene-3.415-mRNA-1
OG0001004	augustus-unitig_3|quiver-processed-gene-0.231-mRNA-1	XP_963161.1	jgi|Neudi1|106174|estExt_Genewise1Plus.C_230002	augustus-scaffold3378-processed-gene-0.4-mRNA-1	augustus-10397pb_lg2-processed-gene-3.197-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.150-mRNA-1	augustus-10752pb_lg2-processed-gene-3.149-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.158-mRNA-1	XP_009851670.1	augustus-9045pb_lg2-processed-gene-3.167-mRNA-1
OG0001005	augustus-unitig_3|quiver-processed-gene-0.262-mRNA-1	XP_958358.1	jgi|Neudi1|101907|estExt_Genewise1Plus.C_100019	augustus-scaffold199-processed-gene-0.73-mRNA-1	augustus-10397pb_lg2-processed-gene-3.165-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.120-mRNA-1	augustus-10752pb_lg2-processed-gene-3.118-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.127-mRNA-1	XP_009851728.1	augustus-9045pb_lg2-processed-gene-3.136-mRNA-1
OG0001006	augustus-unitig_3|quiver-processed-gene-0.320-mRNA-1	XP_963296.1	jgi|Neudi1|18613|scaffold_10-snap.127.1	augustus-scaffold465-processed-gene-0.16-mRNA-1	augustus-10397pb_lg2-processed-gene-3.108-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.62-mRNA-1	augustus-10752pb_lg2-processed-gene-3.47-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.60-mRNA-1	XP_009851638.1	augustus-9045pb_lg2-processed-gene-3.69-mRNA-1
OG0001007	maker-unitig_3|quiver-augustus-gene-0.1069-mRNA-1	XP_963397.1	jgi|Neudi1|83704|estExt_Genewise1.C_100211	maker-scaffold213-augustus-gene-0.194-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1649-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.98-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1181-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1312-mRNA-1	XP_009851767.1	maker-9045pb_lg2-augustus-gene-3.1418-mRNA-1
OG0001008	snap_masked-unitig_3|quiver-processed-gene-0.788-mRNA-1	XP_963580.1	jgi|Neudi1|18535|scaffold_10-snap.49.1	augustus-scaffold2292-processed-gene-0.12-mRNA-1	snap_masked-10397pb_lg2-processed-gene-3.851-mRNA-1	snap_masked-W1434pb_lg2-processed-gene-3.650-mRNA-1	augustus-10752pb_lg2-processed-gene-3.63-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.75-mRNA-1	XP_009851831.1	augustus-9045pb_lg2-processed-gene-3.83-mRNA-1
OG0001009	augustus-unitig_3|quiver-processed-gene-0.318-mRNA-1	XP_963291.2	jgi|Neudi1|168284|estExt_fgenesh3_kg.C_100060	augustus-scaffold465-processed-gene-0.14-mRNA-1	augustus-10397pb_lg2-processed-gene-3.110-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.64-mRNA-1	augustus-10752pb_lg2-processed-gene-3.49-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.62-mRNA-1	XP_009851849.1	augustus-9045pb_lg2-processed-gene-3.71-mRNA-1
OG0001010	augustus-unitig_3|quiver-processed-gene-0.244-mRNA-1	XP_963229.1	jgi|Neudi1|106211|estExt_Genewise1Plus.C_230045	augustus-scaffold199-processed-gene-0.55-mRNA-1	augustus-10397pb_lg2-processed-gene-3.184-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.138-mRNA-1	augustus-10752pb_lg2-processed-gene-3.136-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.145-mRNA-1	XP_009851693.1	augustus-9045pb_lg2-processed-gene-3.154-mRNA-1
OG0001011	augustus-unitig_3|quiver-processed-gene-0.288-mRNA-1	XP_963279.2	jgi|Neudi1|83657|estExt_Genewise1.C_100158	augustus-scaffold213-processed-gene-0.44-mRNA-1	augustus-10397pb_lg2-processed-gene-3.505-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.381-mRNA-1	augustus-10752pb_lg2-processed-gene-3.355-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.395-mRNA-1	XP_009851788.1	augustus-9045pb_lg2-processed-gene-3.416-mRNA-1
OG0001012	maker-unitig_3|quiver-snap-gene-0.1185-mRNA-1	XP_963160.2	jgi|Neudi1|87775|estExt_Genewise1.C_230004	maker-scaffold3378-snap-gene-0.26-mRNA-1	maker-10397pb_lg2-snap-gene-3.1954-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.149-mRNA-1	maker-10752pb_lg2-snap-gene-3.1420-mRNA-1	maker-2503pb_lg2.2-snap-gene-1.1556-mRNA-1	XP_009851671.1	maker-9045pb_lg2-snap-gene-3.1685-mRNA-1
OG0001013	augustus-unitig_3|quiver-processed-gene-0.286-mRNA-1	XP_001728117.1	jgi|Neudi1|83700|estExt_Genewise1.C_100207	maker-scaffold213-snap-gene-0.222-mRNA-1	maker-10397pb_lg2-snap-gene-3.1911-mRNA-1	snap_masked-W1434pb_lg2-processed-gene-3.669-mRNA-1	augustus-10752pb_lg2-processed-gene-3.88-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.105-mRNA-1	XP_009851769.1	snap_masked-9045pb_lg2-processed-gene-3.735-mRNA-1
OG0001014	maker-unitig_3|quiver-augustus-gene-0.1048-mRNA-1	XP_963216.1	jgi|Neudi1|106238|estExt_Genewise1Plus.C_230072	maker-scaffold199-augustus-gene-0.243-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1671-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1299-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1205-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1332-mRNA-1	XP_009851707.1	maker-9045pb_lg2-augustus-gene-3.1441-mRNA-1
OG0001015	maker-unitig_3|quiver-augustus-gene-0.1047-mRNA-1	XP_963218.1	jgi|Neudi1|106234|estExt_Genewise1Plus.C_230068	maker-scaffold199-augustus-gene-0.242-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1672-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1300-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1206-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1333-mRNA-1	XP_009851705.1	maker-9045pb_lg2-augustus-gene-3.1442-mRNA-1
OG0001016	maker-unitig_3|quiver-augustus-gene-0.1063-mRNA-1	XP_958292.1	jgi|Neudi1|101950|estExt_Genewise1Plus.C_100065	maker-scaffold213-augustus-gene-0.201-mRNA-1	augustus-10397pb_lg2-processed-gene-3.151-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1281-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1187-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1317-mRNA-1	XP_009851752.1	maker-9045pb_lg2-augustus-gene-3.1423-mRNA-1
OG0001017	maker-unitig_3|quiver-augustus-gene-0.1096-mRNA-1	XP_963418.3	jgi|Neudi1|83791|estExt_Genewise1.C_100305	maker-scaffold3361-augustus-gene-0.78-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1623-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1249-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1148-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1279-mRNA-1	XP_009851880.1	maker-9045pb_lg2-augustus-gene-3.1385-mRNA-1
OG0001018	maker-unitig_3|quiver-augustus-gene-0.1037-mRNA-1	XP_963205.1	jgi|Neudi1|159189|estExt_fgenesh3_pm.C_230014	maker-scaffold199-augustus-gene-0.233-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1682-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1311-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1216-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1343-mRNA-1	XP_009851686.1	maker-9045pb_lg2-augustus-gene-3.1451-mRNA-1
OG0001019	maker-unitig_3|quiver-augustus-gene-0.1057-mRNA-1	XP_958936.2	jgi|Neudi1|101921|estExt_Genewise1Plus.C_100033	maker-scaffold3564-snap-gene-0.53-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1661-mRNA-1	maker-W1434pb_lg2-snap-gene-3.1493-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1195-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1323-mRNA-1	XP_009851732.1	maker-9045pb_lg2-augustus-gene-3.1431-mRNA-1
OG0001020	maker-unitig_3|quiver-augustus-gene-0.1073-mRNA-1	XP_963286.1	jgi|Neudi1|102059|estExt_Genewise1Plus.C_100187	maker-scaffold213-augustus-gene-0.206-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1787-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1386-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1279-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1418-mRNA-1	XP_009851779.1	maker-9045pb_lg2-augustus-gene-3.1537-mRNA-1
OG0001021	maker-unitig_3|quiver-augustus-gene-0.1100-mRNA-1	XP_963167.1	jgi|Neudi1|83836|estExt_Genewise1.C_100351	maker-scaffold2618-augustus-gene-0.78-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1618-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1244-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1143-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1274-mRNA-1	XP_009851905.1	maker-9045pb_lg2-augustus-gene-3.1380-mRNA-1
OG0001022	maker-unitig_3|quiver-augustus-gene-0.1092-mRNA-1	XP_963300.1	jgi|Neudi1|168294|estExt_fgenesh3_kg.C_100070	augustus-scaffold465-processed-gene-0.19-mRNA-1	augustus-10397pb_lg2-processed-gene-3.106-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1252-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1154-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1285-mRNA-1	XP_009851856.1	maker-9045pb_lg2-augustus-gene-3.1390-mRNA-1
OG0001023	maker-unitig_3|quiver-augustus-gene-0.1098-mRNA-1	XP_963440.1	jgi|Neudi1|102196|estExt_Genewise1Plus.C_100335	maker-scaffold2618-augustus-gene-0.80-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1620-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1246-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1145-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1276-mRNA-1	XP_009851898.1	maker-9045pb_lg2-augustus-gene-3.1382-mRNA-1
OG0001024	maker-unitig_3|quiver-augustus-gene-0.1060-mRNA-1	XP_958928.1	jgi|Neudi1|157462|estExt_fgenesh3_pm.C_100017	maker-scaffold3513-augustus-gene-0.50-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1658-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1286-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1192-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1320-mRNA-1	XP_009851741.1	maker-9045pb_lg2-augustus-gene-3.1427-mRNA-1
OG0001025	maker-unitig_3|quiver-snap-gene-0.1230-mRNA-1	XP_011393608.1	jgi|Neudi1|168271|estExt_fgenesh3_kg.C_100047	maker-scaffold213-snap-gene-0.238-mRNA-1	maker-10397pb_lg2-snap-gene-3.2067-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1387-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1280-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1419-mRNA-1	XP_009851776.1	maker-9045pb_lg2-augustus-gene-3.1538-mRNA-1
OG0001026	maker-unitig_3|quiver-augustus-gene-0.1102-mRNA-1	XP_957971.1	jgi|Neudi1|83850|estExt_Genewise1.C_100365	maker-scaffold2618-augustus-gene-0.76-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1616-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1243-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1141-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1272-mRNA-1	XP_009851909.1	maker-9045pb_lg2-augustus-gene-3.1378-mRNA-1
OG0001027	maker-unitig_3|quiver-augustus-gene-0.1082-mRNA-1	XP_963579.1	jgi|Neudi1|128001|estExt_fgenesh2_pg.C_100047	maker-scaffold2292-augustus-gene-0.51-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1635-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1262-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1167-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1297-mRNA-1	XP_009851608.1	maker-9045pb_lg2-augustus-gene-3.1403-mRNA-1
OG0001028	maker-unitig_3|quiver-augustus-gene-0.1090-mRNA-1	XP_963292.1	jgi|Neudi1|83748|estExt_Genewise1.C_100257	augustus-scaffold465-processed-gene-0.15-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1629-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1254-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1156-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1288-mRNA-1	XP_009851850.1	maker-9045pb_lg2-augustus-gene-3.1393-mRNA-1
OG0001029	maker-unitig_3|quiver-augustus-gene-0.1053-mRNA-1	XP_958354.1	jgi|Neudi1|83518|estExt_Genewise1.C_100004	maker-scaffold199-augustus-gene-0.248-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1665-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1293-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1199-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1327-mRNA-1	XP_009851724.1	maker-9045pb_lg2-augustus-gene-3.1435-mRNA-1
OG0001030	augustus-unitig_3|quiver-processed-gene-0.276-mRNA-1	XP_958921.1	jgi|Neudi1|64793|e_gw1.10.798.1	augustus-scaffold3513-processed-gene-0.10-mRNA-1	augustus-10397pb_lg2-processed-gene-3.152-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.106-mRNA-1	augustus-10752pb_lg2-processed-gene-3.376-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.418-mRNA-1	XP_009851749.1	augustus-9045pb_lg2-processed-gene-3.437-mRNA-1
OG0001033	maker-unitig_3|quiver-augustus-gene-0.1035-mRNA-1	XP_963210.3	jgi|Neudi1|21781|scaffold_23-snap.10.1	maker-scaffold199-augustus-gene-0.231-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1684-mRNA-1	maker-W1434pb_lg2-snap-gene-3.1518-mRNA-1	maker-10752pb_lg2-snap-gene-3.1418-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1345-mRNA-1	XP_009851681.1	maker-9045pb_lg2-augustus-gene-3.1453-mRNA-1
OG0001034	snap_masked-unitig_3|quiver-processed-gene-0.772-mRNA-1	XP_011393708.1	jgi|Neudi1|128027|estExt_fgenesh2_pg.C_100076	snap_masked-scaffold213-processed-gene-0.135-mRNA-1	snap_masked-10397pb_lg2-processed-gene-3.1301-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.382-mRNA-1	snap_masked-10752pb_lg2-processed-gene-3.923-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.396-mRNA-1	XP_009851787.1	snap_masked-9045pb_lg2-processed-gene-3.1093-mRNA-1
OG0001035	maker-unitig_3|quiver-augustus-gene-0.1071-mRNA-1	XP_011393709.1	jgi|Neudi1|18574|scaffold_10-snap.88.1	maker-scaffold213-augustus-gene-0.204-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1785-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1384-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1277-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1416-mRNA-1	XP_009851588.1	maker-9045pb_lg2-augustus-gene-3.1535-mRNA-1
OG0001036	snap_masked-unitig_3|quiver-processed-gene-0.735-mRNA-1	XP_958352.1	jgi|Neudi1|83517|estExt_Genewise1.C_100003	augustus-scaffold199-processed-gene-0.70-mRNA-1	augustus-10397pb_lg2-processed-gene-3.169-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.123-mRNA-1	augustus-10752pb_lg2-processed-gene-3.121-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.130-mRNA-1	XP_009851538.1	augustus-9045pb_lg2-processed-gene-3.139-mRNA-1
OG0001037	augustus-unitig_3|quiver-processed-gene-0.301-mRNA-1	XP_963597.3	jgi|Neudi1|102002|estExt_Genewise1Plus.C_100125	augustus-scaffold2477-processed-gene-0.7-mRNA-1	augustus-10397pb_lg2-processed-gene-3.124-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.80-mRNA-1	augustus-10752pb_lg2-processed-gene-3.72-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.86-mRNA-1	XP_009851808.1	augustus-9045pb_lg2-processed-gene-3.94-mRNA-1
OG0001038	maker-unitig_3|quiver-augustus-gene-0.1055-mRNA-1	XP_011393717.1	jgi|Neudi1|18495|scaffold_10-snap.9.1	maker-scaffold3564-snap-gene-0.54-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1662-mRNA-1	augustus-W1434pb_lg2-processed-gene-3.117-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1197-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1325-mRNA-1	XP_009851626.1	maker-9045pb_lg2-augustus-gene-3.1433-mRNA-1
OG0001039	maker-unitig_3|quiver-snap-gene-0.1162-mRNA-1	XP_963562.2	jgi|Neudi1|64826|e_gw1.10.330.1	augustus-scaffold2759-processed-gene-0.16-mRNA-1	maker-10397pb_lg2-snap-gene-3.1892-mRNA-1	snap_masked-W1434pb_lg2-processed-gene-3.965-mRNA-1	augustus-10752pb_lg2-processed-gene-3.321-mRNA-1	augustus-2503pb_lg2.2-processed-gene-1.361-mRNA-1	XP_009851845.1	augustus-9045pb_lg2-processed-gene-3.385-mRNA-1
OG0001040	maker-unitig_3|quiver-snap-gene-0.1240-mRNA-1	XP_963573.2	jgi|Neudi1|128047|estExt_fgenesh2_pg.C_100098	maker-scaffold2585-augustus-gene-0.20-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1634-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1260-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1165-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1295-mRNA-1	XP_009851835.1	maker-9045pb_lg2-augustus-gene-3.1401-mRNA-1
OG0001041	maker-unitig_3|quiver-augustus-gene-1.923-mRNA-1	XP_001727974.1	jgi|Neudi1|102231|estExt_Genewise1Plus.C_100371	maker-scaffold2618-augustus-gene-0.84-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1745-mRNA-1	maker-W1434pb_lg2-augustus-gene-3.1343-mRNA-1	maker-10752pb_lg2-augustus-gene-3.1230-mRNA-1	maker-2503pb_lg2.2-augustus-gene-1.1371-mRNA-1	XP_009851911.1	maker-9045pb_lg2-augustus-gene-3.1490-mRNA-1
OG0001042	maker-unitig_3|quiver-augustus-gene-1.955-mRNA-1	XP_956202.1	jgi|Neudi1|157647|estExt_fgenesh3_pm.C_100223	maker-scaffold3403-augustus-gene-0.95-mRNA-1	maker-10397pb_lg2-augustus-gene-3.1714-mRNA-1	maker-W1434pb_lg2-augustus-gene-2.1150-mRNA-1	maker-10752pb_lg2-augustus-gene-2.1189-mRNA-1	maker-2503pb_lg2.2-augustus-gene-0.1148-mRNA-1	XP_009851984.1	maker-9045pb_lg2-augustus-gene-3.1458-mRNA-1
OG0001043	maker-unitig_3|quiver-augustus-gene-1.989-mRNA-1	XP_956908.1	jgi|Neudi1|102586|estExt_Genewise1Plus.C_100754	maker-scaffold3512-augustus-gene-0.47-mRNA-1	maker-10397pb_lg2-augustus-gene-2.1068-mRNA-1	maker-W1434pb_lg2-augustus-gene-2.1118-mRNA-1	maker-10752pb_lg2-augustus-gene-2.1156-mRNA-1	maker-2503pb_lg2.2-augustus-gene-0.1118-mRNA-1	XP_009852088.1	maker-9045pb_lg2-augustus-gene-2.1131-mRNA-1
OG0001044	snap_masked-unitig_3|quiver-processed-gene-1.505-mRNA-1	XP_956534.1	jgi|Neudi1|102455|estExt_Genewise1Plus.C_100610	snap_masked-scaffold1052-processed-gene-0.38-mRNA-1	augustus-10397pb_lg2-processed-gene-3.390-mRNA-1	snap_masked-W1434pb_lg2-processed-gene-2.823-mRNA-1	augustus-10752pb_lg2-processed-gene-2.309-mRNA-1	augustus-2503pb_lg2.2-processed-gene-0.316-mRNA-1	XP_009852024.1	augustus-9045pb_lg2-processed-gene-2.330-mRNA-1
